,sleep,fowg,wtshdiss,badperson,eat_public,eat_worry,anxiety,worthless,restrict,desirethin,overvalwtsh,reject,mistakes,highstand,iuc,saa,intrus_thought,fearloc,bodydiss,ineffective,food_intrus,guilty,shame,sad,si,thought_death,scared,feelfat,tired,agitated,relax,urge_restrict,stress,skipmeal,foodrules,vomit,laxdiur,binge,bodycheck,impulse,exercise,compulsion,avoid_food,selfharm,hunger_anx,smallportion,drink_public,avoid_emo,avoid_sit,emo_overwhelm,eat_anx,rumination,heartrace,physsens_eat,attn_others,worryoverwhelm,physsens,socialanx,sens_body,ridthoughts,memories,chewspit
HR_Mean,0.36456927233363634,-0.29659244528344897,-0.14487999638431165,-0.03665303637596718,-0.5049361736073543,0.44584939591639366,0.06005702428057779,-0.11779602680087199,-0.16763809354330667,-0.4889630508661513,-0.040251378895715895,0.43170854041373496,0.029086460709792126,-0.2848357913731778,-0.07020265431734943,-0.5492021093028248,-0.4371062553274758,0.06776274095289463,-0.0036647992448959285,-0.031964441302086095,-0.14644974656959128,0.37235025126853055,0.07137936081588772,-0.08390126925748984,0.46939209443976226,0.52674530763877,-0.13805212472260175,-0.23953957291510133,-0.48456882420311176,0.14337395530048888,0.1660890132713939,-0.06256582934090077,0.14379117957255336,0.037106453162621025,-0.02557801914652717,,0.03180317677765462,-0.20491557530894178,0.05525760410736597,-0.2614951711184629,0.07435051143792018,-0.4351911632749601,-0.38105483127497525,-0.10287945190878801,0.4641971346021491,0.2649386192281673,0.24415337060621148,-0.013416358915485115,-0.2582212952150422,-0.022701317605013885,0.1506604820657384,0.3861275983892777,0.1448479512119843,0.24774625196476607,-0.10807591380915775,-0.05649646877095925,-0.021331668664555922,-0.08252123721854114,-0.23489664552419592,-0.3354395943618781,0.1155576384324359,0.48728821087421886
HR_Minimum,0.5296524169271396,-0.1687668393008036,-0.01695628891143726,0.07973705299962058,-0.3465407744610099,0.27454995729951265,0.20989950716063246,0.03734203051836014,-0.18403497123396553,-0.4204223034254862,0.024906922870384058,0.41655882048207,1.2957603537633607e-05,-0.40652071688406816,-0.009876929045069661,-0.3547025503729504,-0.55662007179935,-0.027972945228529823,0.009535398262137425,-0.1429472486080073,-0.012610322232302967,0.3287995691557682,0.165196708772786,-0.05917716266619473,0.3712356019011057,0.4967205479971624,-0.11386511338283684,-0.2001647518276278,-0.2014770913831803,0.338693953131289,0.43870034127729224,-0.3321257353075161,0.3188213848358228,-0.03484024044505527,0.045131325709840936,,0.30191627843083546,-0.07214023695165506,0.035037662611170896,-0.08070563744154685,0.23798258613382128,-0.29642235160159297,-0.46384395968351744,0.08113378016883571,0.299746163564971,0.46909174662672803,0.4871739139725883,0.15968791124682513,-0.1459728843136609,-0.06569551227611099,0.28879399551206075,0.3852786967493872,0.41740400308842185,0.4431297885328779,0.0369732306703804,-0.07024485007138678,-0.01944055005634709,0.2372369472754389,-0.31861254115092896,-0.18595953540053756,0.1675276758976245,0.40295750377375744
HR_Stdev,-0.017810362174185156,-0.3182780850503785,-0.17442444283598132,0.015249819227002415,-0.23633250434070174,0.5304678297323101,0.012610503129248041,-0.03793938642046936,-0.006594977792244516,-0.16780135432781298,-0.22012877435734968,0.199324245633287,0.16380347853653904,0.2785945179454997,-0.1765140235774446,-0.28397793321238546,0.1349234221379813,0.48967236723589264,0.14415130297537054,0.3693927913848246,-0.09787067296129502,0.4247160666436839,0.01150021275431064,-0.11226753604061712,0.06006730544268573,0.3449565514312679,0.018998167883851943,-0.19406026979785312,-0.6332097526196662,-0.14570226593379573,-0.3192367882025608,0.22509357102235233,-0.027320364672886656,0.12334536434955617,-0.08172187921987725,,-0.43451512684286875,-0.10662716402845321,-0.02727312317061008,-0.17127596079387203,-0.38495967267401315,-0.2488333009180776,0.10013139544363289,-0.29245365632046083,0.42528197328562306,-0.3791620364884614,-0.24428135142206442,-0.15048693976326968,-0.12433560654790375,-0.05612289324927938,0.004691942222504905,-0.033115576242528,-0.36210764615286106,-0.3593440044525651,-0.11863413890588917,0.26802642176463815,0.09259626998152726,-0.41293433212976327,0.13070196828746164,-0.07918070632447997,-0.01254954843734468,0.47448361914784765
HR_RMS,0.3544916635009818,-0.3030126672420281,-0.14563761570053996,-0.03127739742086028,-0.4963130744821423,0.46066162320718923,0.0649533177724869,-0.10954389423553693,-0.1650167496070271,-0.47715363771566444,-0.05138856449471591,0.4339674273994616,0.03809433528877821,-0.2636924557578707,-0.07704665970562025,-0.5447404058512102,-0.4135233204600285,0.09631720179610524,0.008418949530793716,-0.007422511314512123,-0.14258597279448756,0.38633001274736284,0.07279219924432524,-0.08541863696775434,0.4542366643875472,0.5294449218623336,-0.13004108918593063,-0.24378822262673444,-0.5059315669523875,0.13557255735712861,0.14952644628053272,-0.053892958545773514,0.1439875726652559,0.03978200104022847,-0.02947254942725606,,0.011371250161675199,-0.19924072751834757,0.05192124341115772,-0.25639768054095696,0.054279108791717726,-0.43706109702906754,-0.3636610195645013,-0.11638856955526097,0.47183696513849055,0.2376588738436359,0.2272491226189806,-0.016601477444012438,-0.2509509850810671,-0.027525218791191474,0.1518190721643293,0.37194002434215484,0.125954856624201,0.22197981444363768,-0.10761254485521371,-0.038523349697919665,-0.010570273865848998,-0.10055963436854658,-0.22304374202781144,-0.32353468271515046,0.11252898384008785,0.4994225118925999
HR_MAD,-0.0679946641836292,-0.33289198491503863,-0.1677379705600086,-0.05178493323992324,-0.24670167383103472,0.5023487414575369,-0.01752002132819297,-0.09076298324380076,0.005608354419910479,-0.10725994317320277,-0.1866252315230507,0.22580538286211874,0.07414882489816507,0.19582029571273413,-0.1768122184651754,-0.368407587243494,0.1496374799038391,0.4864194077531834,0.15518399890772655,0.3370270007272426,-0.054470932889333044,0.3524796928816608,-0.03679162118494682,-0.11549630285490883,0.0771312816834513,0.3277155078352212,0.069980360584307,-0.2067124375017319,-0.6672049707311885,-0.13292627267697082,-0.2642447325344987,0.24504035872435206,-0.009978063431236134,0.12652094320690793,-0.06892360600284833,,-0.35292433513423416,-0.08406426873968482,-0.007514053460884943,-0.11153172845839247,-0.335182173621761,-0.35214486358925934,0.10305239744795663,-0.31718767610940635,0.4278105161716997,-0.3062589131977044,-0.23246891257848462,-0.1561109133960774,-0.13783374681105837,-0.09063210121068678,0.026544281756202538,0.04006453377730584,-0.31904983575143175,-0.28166128606405677,-0.1557231717878527,0.20866339444973198,0.13273434627014555,-0.4859162138773508,0.09501340114146764,-0.12028435120454985,-0.0367619856757212,0.4913928424427025
HR_MAV,0.28516685432314304,-0.26869685531379084,-0.15455657902228953,0.1678431330942437,-0.3652674948258971,0.6397071061411693,0.12344123962875324,0.04675070944254312,-0.12198826040977082,-0.561116911744807,-0.19080205768405528,0.32265499848853957,0.2653455474368496,0.12533749742032668,-0.09383137879540279,-0.23449013067608968,-0.2648907520823727,0.30432630171992847,0.08401306102343975,0.23239817686454461,-0.15630729765501214,0.6272027737199597,0.17459935075429242,-0.09327201026631488,0.28691583239442475,0.6094224987636286,-0.10906106170605928,-0.16158150666392743,-0.49442813259838964,0.056296182410302244,-0.1165567967731232,-0.017071899192550838,0.08529085826424025,0.11487366010598027,-0.07148051481297468,,-0.3592069646786077,-0.2107661021329236,-0.07290476536494335,-0.39713393120834894,-0.2914638081180829,-0.06338386533874152,-0.1868554603544746,-0.06898051586465109,0.5453158281329935,-0.15460139101187184,0.008561270779262031,-0.058994937092311975,-0.19475066342530592,0.08703271536457376,0.09535698750097214,0.0382231062624655,-0.17320615234744993,-0.16880815462458248,0.015663042365343716,0.2772975216034237,-0.07080754952084926,0.004608586999145643,0.028450194403049994,-0.1245375109744239,0.11438564323999362,0.5401313499567414
HR_Median,0.37019425702578,-0.22691736617501562,-0.155421379037196,-0.09871622498718201,-0.5215042020141173,0.3621798005236142,0.009108002751252847,-0.180424666254504,-0.1925671229057672,-0.5375570577938861,0.006035492091536308,0.4310703322435364,-0.01050922791290978,-0.3878832402092358,-0.007588997853240606,-0.5702958947813065,-0.5081326871774163,-0.10642204708717815,-0.06661948538102991,-0.12832876707164897,-0.19977194283625804,0.27903329806048566,0.04344085031037695,-0.04129203716688162,0.5764831182993867,0.466419145733586,-0.18092479017897597,-0.20114433943499233,-0.444781148116087,0.12545116379770027,0.18622603363228735,-0.05645327624762052,0.07747733511608113,0.01100513054217686,-0.07793374494493524,,0.06322135849868932,-0.27137337248423476,0.11376479894730739,-0.35596264637698743,0.1745402518470864,-0.41895696084394063,-0.4491887190973051,-0.07858396305012363,0.4552699186468804,0.35703674569947563,0.267090778245047,0.015058522374413614,-0.2812138463954276,0.08515145605806407,0.09044639995051407,0.5049918670776389,0.19479201801183244,0.32237691011758185,-0.08916548547810726,-0.15986887341906186,-0.03180607905207525,-0.031198386281731705,-0.2862356911309714,-0.40919238864595436,0.11220402595909582,0.36340788647877525
HR_P25,0.5371959166635142,-0.23813518634201872,-0.06568969839119888,0.018166633925005646,-0.5018980628633395,0.3347522575685091,0.11784585541871774,-0.03941316540249407,-0.24789212715492953,-0.5165421650824918,0.034295428067856785,0.4152974689494542,0.07304083473088054,-0.41039614735889707,-0.014536077939489979,-0.4894221278162525,-0.5594774427046851,-0.10020063706966839,-0.05867771813887123,-0.17169184893815406,-0.1752771507057809,0.34150659670438527,0.10984957268170063,-0.03963179138059053,0.5060327415798369,0.524086682529064,-0.19720813203106563,-0.19863486421396734,-0.24903155402515736,0.2668918984569799,0.3352780714651338,-0.19697332408603122,0.21010644373058635,-0.0559459499731932,0.029295166111986477,,0.1561623714143583,-0.17405145330928803,0.031167000167499178,-0.2192427716158535,0.22750121973219123,-0.3505655239288689,-0.4602021360084069,-0.005049776490622602,0.3525983722505355,0.41563424156474227,0.3822296015302344,0.04178437366405587,-0.2014779825428865,-0.019140742520363352,0.21441797433755738,0.3826188847128334,0.2936613888563275,0.3808811106036292,-0.09956521114681728,-0.14270845836817384,-0.13105432382328763,0.10283512477282868,-0.2856907544316834,-0.29562783707116747,0.18801215242062605,0.41097978074728164
HR_P75,0.23855582020956317,-0.3272806188524223,-0.17904913238068673,-0.06338959569855239,-0.47731029351700216,0.4825443301033513,0.009719236330139961,-0.17579130036076707,-0.08759523174854987,-0.46880108339302606,-0.04395620338896191,0.4328674100238408,-0.03897164734211989,-0.26326752927711083,-0.11010602067369897,-0.5549303231235423,-0.3936873605451313,0.15305281836132664,0.011878416932107108,0.041340423443731476,-0.0800352321737958,0.3382058286168946,0.0271363386062904,-0.11588927350389332,0.4261065908827855,0.5475721549207434,-0.07294760486079811,-0.25194119592971614,-0.5644609139626409,0.10348092305176797,0.12472508235305986,0.012507512691375674,0.13817903672526372,0.1077785552452092,-0.02228397532242473,,0.013515450811808114,-0.21791579556600102,0.03297320114623891,-0.27193378291381165,0.01270242227260088,-0.4612513188625412,-0.357514120524924,-0.10878573363034112,0.504687392524448,0.21112270666350916,0.15071127247822955,-0.06488389345571104,-0.2892331377440578,-0.04404458167272192,0.13143290836522536,0.3610597964060294,0.06954498016675363,0.2120241607410309,-0.1199488170930751,-0.014336987427387312,0.0013381346345489274,-0.16333694396495352,-0.23541960548057547,-0.36859707549433635,0.0528170398388498,0.5487594270027641
EDA_Mean,0.34713006339735186,-0.2764858333630223,-0.3379226315542717,-0.3042244763687698,-0.4597029722621574,-0.11254100661729557,-0.4577603600138303,0.0859884487520638,-0.03731146812340383,-0.3630734814623737,-0.6054111372423588,-0.21067522294014931,0.34589108619094583,0.2835213311258939,-0.2265496290699645,-0.26973017889762824,-0.26068012660930523,-0.1116438003382717,-0.29426637620297824,-0.3356372743909787,-0.3439716232204336,0.13808103014078196,0.0972154975034519,0.0266707268551474,0.09281995612490962,-0.2302429017370657,-0.5299764985166592,-0.12464126579586465,-0.017504881072013184,-0.45813218165349123,-0.5398701597191489,0.06522557105213633,-0.5596354167455448,-0.009637792591955264,-0.24111781041865968,,-0.21754562255729434,-0.37695730012878237,-0.40050017781011893,-0.3819595738913166,-0.18600027158404508,-0.13900825309287748,-0.2006261593207468,-0.16981308081746221,-0.11682815673751687,-0.27432890828261114,0.3119240902721905,-0.3696850707659801,-0.19983937382913197,-0.019910261743030375,-0.4718697354753793,-0.21754607063105302,-0.15802497510405128,-0.2635996631146386,-0.14605787933503,-0.3751748350421994,-0.17095553834082303,-0.0036844578014783,0.17900200827053953,-0.2710357174264519,-0.3592660886021119,-0.20397714028515698
